mmsi,bandera,año_construccion,capacidad_dwt,longitud_m,calado_m
101645,Malta,2013,116845,383.4078049866328,16.864051532781616
101646,Singapur,2009,144293,370.02839321294584,16.97982553639297
101647,Liberia,2019,86496,261.3424737827722,8.404533603080317
101648,Grecia,2015,46744,352.6926993354188,17.99558410690865
101649,Malta,2005,73172,215.21875028459348,12.558906693355416
101650,Liberia,2013,83198,280.60765760014397,16.835988122466663
101651,Grecia,1990,23986,299.5962117861779,9.059857637523612
101652,Malta,1999,43495,353.99894179192324,9.826684231470406
101653,Grecia,2002,125077,295.539616229735,8.247921704570924
101654,Malta,1994,102309,393.61111693376625,16.552947237368475
101655,Grecia,2014,148207,103.66504401550597,13.764775657158582
101656,Grecia,1997,14651,350.4105915396024,5.690718514856287
101657,Liberia,2003,60859,189.6213239883253,9.126384732086137
101658,Malta,1993,59044,133.6496194248028,6.35576625606431
101659,Singapur,2002,21934,164.49659819579662,10.179407856094292
101660,Grecia,1991,92306,338.8830403225834,16.241741048985958
101661,Liberia,2004,55016,219.8067835412877,10.460539910486927
101662,Liberia,2006,81580,299.0581796150015,5.565497365306046
101663,Malta,2016,96890,297.411374993196,9.222419530182119
101664,Liberia,2006,92390,204.19406082174368,14.32176595071602
101665,Panamá,1990,7809,259.3422565088456,11.214127968205425
101666,Grecia,1995,39650,252.26208031321588,14.647576322160248
101667,Malta,2011,84445,230.15162984411117,14.68021343441074
101668,Panamá,1992,33296,174.19116425541904,15.520893579237026
101669,Grecia,2009,94614,238.32538075804862,15.384115431587718
101670,Malta,2008,83012,122.31755877261786,13.749531831903058
101671,Malta,2006,32780,313.0624549527965,12.617413424469376
101672,Singapur,1993,67801,247.7267196048162,6.119725119256854
101673,Liberia,1997,35209,339.4575556106439,7.471315982089069
101674,Malta,1992,39882,165.9520100297811,16.140767884163825
101675,Liberia,2009,13982,219.97799023659783,15.851423790639874
101676,Panamá,2018,60726,375.6525317939732,11.939559734980765
101677,Liberia,1996,79900,257.1488380830287,15.469822571129601
101678,Singapur,2005,88298,373.825824738163,8.683205675294367
101679,Panamá,2000,104842,219.23161313660995,5.304654559896575
101680,Singapur,1996,38068,378.66909684784997,9.954397454587735
101681,Singapur,1998,79538,247.9991250394463,16.070554181506466
101682,Panamá,2015,104428,158.84776816698016,5.6053122100843895
101683,Singapur,2022,111995,253.00009182818476,6.349068925593044
101684,Grecia,2007,134353,300.3581945837108,9.672228412256748
101685,Liberia,1997,112868,311.27056728927823,9.555260083978856
101686,Panamá,2014,100115,254.32457833979885,11.852808967184533
101687,Singapur,2018,55274,251.33642782970685,11.71412228067622
101688,Panamá,2014,97587,170.9707348601858,5.481542247661451
101689,Singapur,1996,109391,123.11139199603545,12.077435622493187
101690,Liberia,2008,115638,117.19312999687146,6.526817494219156
101691,Malta,1998,73048,214.6481100420211,14.166818746337391
101692,Liberia,2004,118917,183.73253859360167,17.243344097948853
101693,Singapur,1996,95381,368.53573074530755,17.95232523564225
101694,Singapur,2001,70088,111.73132157086498,10.76468457818243
101695,Singapur,2002,133073,345.8018866665044,13.424429475417774
101696,Panamá,2008,61677,253.3565067111552,11.941550622992827
101697,Panamá,2022,13374,338.1657388464743,7.302956589964785
101698,Panamá,2009,62254,145.62368585302173,11.162435913335639
101699,Malta,1991,69219,369.95572194099276,17.25730039510318
101700,Singapur,2002,123533,204.83202431876308,11.734636507682634
101701,Grecia,2022,62458,393.3610092616245,15.435861332261672
101702,Panamá,1999,122618,329.48822777916195,12.559562439314297
101703,Panamá,2013,12727,354.37701966890285,11.351706066461443
101704,Singapur,2015,53742,110.1444867927714,5.9004174753061225
101705,Malta,2020,75911,102.45833948019293,17.24289076956625
101706,Grecia,2000,89454,156.1285618724384,6.745584210140076
101707,Panamá,2002,21552,310.0223709716937,14.455858756616307
101708,Liberia,2003,64841,283.21538536139946,8.881930159276004
101709,Grecia,2011,84762,337.82201896316224,9.063702442375698
101710,Grecia,1994,19913,339.8441477330699,11.69238906531608
101711,Grecia,1999,58645,347.8548174255389,11.04775499772411
101712,Grecia,2017,52875,398.2774559681021,6.118534039595524
101713,Grecia,2014,121437,293.2205196749369,7.117574506009999
101714,Singapur,2002,115125,251.66306087487342,17.040200041311298
101715,Grecia,2016,78507,213.0605502485344,10.54782758173632
101716,Grecia,2002,48328,390.04452641699135,9.992874828416026
101717,Liberia,2021,79396,295.08891319468563,11.632698619308089
101718,Malta,2017,85524,312.8767552233693,8.001099037488428
101719,Malta,2016,140028,319.9374781251771,6.176055589683644
101720,Panamá,2003,65093,184.9239713066626,16.662650757993855
101721,Panamá,2017,126368,316.474627830579,6.7825409901914
101722,Singapur,1998,134834,169.1938623461624,13.228134986315352
101723,Grecia,1993,33751,256.4536524409922,14.092161729445735
101724,Malta,1990,17426,140.89462597522606,5.115517714131403
101725,Panamá,2022,89264,258.15604290724207,14.560150365789294
101726,Malta,2015,84975,369.09912885042166,17.785194768762704
101727,Malta,1990,41346,211.03949119239164,16.026449327205235
101728,Malta,1994,103360,234.37738416117924,10.169457480810358
101729,Panamá,2019,90949,284.78181640334225,5.1873007459706
101730,Grecia,2014,113757,399.716033375526,16.82532458902332
101731,Panamá,2019,9266,376.70795316769863,15.811362116875493
101732,Malta,2019,146159,222.98696050664734,17.21444053292844
101733,Grecia,2020,148326,395.01866724983194,17.796449019298755
101734,Malta,1991,29984,323.88145006976646,7.971517283426211
101735,Malta,2021,23622,131.93412076420137,8.561051595956648
101736,Liberia,1999,149333,395.3873680252863,10.034176970827186
101737,Panamá,1999,68635,310.71168687528507,6.111020229195477
101738,Grecia,2007,82961,292.01985384014216,17.52323424842459
101739,Singapur,2014,70563,390.0951774275412,14.704433284120219
101740,Malta,2016,29684,252.59584804003808,5.600100530217636
101741,Grecia,1994,105631,156.52691197655514,13.860146646126426
101742,Malta,2015,136963,185.23145545425666,6.754063392335688
101743,Liberia,1992,144088,274.90640008216985,15.199270468073658
101744,Liberia,2019,74487,167.09874501495264,13.565271278122175
101745,Grecia,2010,16153,183.4545421103673,12.22733550663165
101746,Singapur,1991,76218,375.27449140682114,9.357592588328215
101747,Panamá,2005,80639,222.01035258239963,14.102251704851552
101748,Panamá,2018,51714,336.71917198325787,8.743603201557194
101749,Panamá,1995,56926,237.23236156189625,5.284392623249899
101750,Liberia,2017,74902,283.2646673519537,16.90144436734468
101751,Singapur,2001,21438,392.18467641998353,6.4463174283050595
101752,Singapur,2019,45293,104.98976448444499,15.161008832744425
101753,Liberia,2008,14928,121.5030269363151,9.826076056192083
101754,Panamá,1994,140452,183.03060679149723,10.920569213872914
101755,Singapur,2017,128726,251.47101361489973,8.289528606095462
101756,Singapur,2017,125101,388.7888660376594,6.7855491307502716
101757,Liberia,1991,38699,213.8640508316175,5.624158200900119
101758,Panamá,1991,22586,227.18143195682273,5.210305774169129
101759,Panamá,1990,139882,295.143808756138,12.542419035178224
101760,Liberia,2008,133742,394.47370963965545,16.652964063451726
101761,Singapur,1995,87256,179.71954508246853,7.955879311840075
101762,Singapur,2017,121645,289.2614854834447,6.008337289908893
101763,Grecia,2022,110985,331.7822841741816,11.886311210874853
101764,Singapur,2017,112662,160.47791294067866,11.480401482227897
101765,Liberia,2001,27878,161.9700402679635,14.529577291039343
101766,Singapur,1992,92626,283.62597090492426,7.559815117700677
101767,Panamá,2002,141905,333.5722869238268,16.205162555485884
101768,Panamá,2022,37835,210.4838668756804,5.875844073171347
101769,Panamá,2005,42856,356.8531839879367,11.777796649899095
101770,Malta,2004,17529,234.7200928506878,13.373193175838079
101771,Malta,1997,109556,244.66980937161847,8.05648892618364
101772,Liberia,2001,110799,205.83749112593324,5.68440985709471
101773,Singapur,2009,148455,169.2072777467231,6.172724044728533
101774,Panamá,1992,138633,173.51827314542547,16.441833437952077
101775,Panamá,1998,85152,310.7289308601706,5.009284022137413
101776,Malta,1999,23578,226.91107570087485,8.50379899446369
101777,Grecia,1996,98717,183.99826749468792,17.73049416631062
101778,Malta,1999,68215,252.1303551391034,9.92931884533378
101779,Liberia,2011,61403,110.15489048545754,6.576241852409467
101780,Malta,1992,13914,253.60343113287146,5.737560183034355
101781,Liberia,2008,24277,278.447276582342,17.18419511369214
101782,Panamá,2013,135556,381.4488831241963,16.4422266925212
101783,Grecia,2012,5373,306.9236964006907,6.104056295289905
101784,Liberia,2013,131008,236.9310800327017,12.63633084178983
101785,Malta,1996,11102,266.3162188514995,13.075238746052385
101786,Panamá,1991,55710,394.51513606740747,14.107853716187103
101787,Singapur,1993,74487,147.0179727014567,6.824984579893187
101788,Singapur,1996,124410,298.34620358039587,7.310862469263379
101789,Singapur,2005,56254,320.28345680775755,17.215114108676637
101790,Liberia,2015,135524,217.38917179295757,13.23029853916999
101791,Panamá,1991,133161,180.67124084681893,9.578455213778202
101792,Grecia,2013,50348,189.08142114484102,16.098729840770883
101793,Grecia,1994,35985,210.89347399961056,11.847411131821113
101794,Panamá,2006,76671,166.68603852179368,6.434408569824598
101795,Singapur,2023,90291,216.97475948475247,14.904385730759953
101796,Singapur,2021,98631,327.45918278591927,15.94992943031833
101797,Singapur,2011,35155,279.15253396968905,5.624931591160249
101798,Panamá,2004,67700,324.55568718284593,6.502215138361403
101799,Grecia,2008,89159,385.512444185483,7.929329758796459
101800,Liberia,2003,37740,173.9342409175346,6.880724869699894
101801,Singapur,1991,81476,199.37590962196867,14.182332363033268
101802,Malta,2006,138153,196.2195505095394,6.182243410558341
101803,Singapur,2007,53738,302.5959773854725,6.242114015003569
101804,Singapur,1996,81789,222.1329773003346,17.95149151882889
101805,Grecia,2003,76555,184.0653816123971,12.076026997179763
101806,Singapur,2015,64427,289.06335670379593,10.03825912741363
101807,Panamá,2001,73974,372.8491341961586,9.410153961281457
101808,Malta,2006,136618,191.37734985618934,10.95862504525431
101809,Grecia,2003,91212,311.8636012557354,8.39825699935737
101810,Singapur,1993,58836,223.9129808462076,17.087560633886113
101811,Panamá,2002,103629,366.90367172043256,17.149080642755642
101812,Liberia,2019,82689,273.4884554308595,17.533355160711032
101813,Singapur,2006,56362,218.21586477356755,16.872666844907037
101814,Singapur,2022,138601,339.44506885935175,17.133035432473925
101815,Panamá,2008,42868,255.53905045814201,10.802128572821609
101816,Grecia,1996,107096,300.89701861220556,8.620309300344399
101817,Panamá,1994,123098,309.35319117602864,9.613713226435719
101818,Liberia,2000,99320,380.64772714792394,14.897852131685987
101819,Malta,2013,145477,120.59175107784935,6.7649308377603825
101820,Singapur,2001,21288,241.29418876347032,5.05923948348457
101821,Liberia,1994,13157,269.82950664054835,14.221611542346858
101822,Singapur,1992,111935,374.0346544143314,11.68355120396894
101823,Panamá,2003,31027,132.3348749919847,14.609740097299726
101824,Panamá,2019,138685,171.1738777889117,13.237235173009276
101825,Panamá,2020,138669,380.8047264018272,7.054595004714552
101826,Malta,2013,69287,244.62551639800571,13.474730178324302
101827,Malta,2007,97534,298.55500571507594,17.6723352065796
101828,Liberia,2014,29818,266.28834034652175,12.633543655212733
101829,Grecia,2005,19384,369.8399059807125,7.671658405390019
101830,Liberia,2014,32500,127.3665130914843,7.35227430498699
101831,Singapur,1999,53159,115.40997347624857,7.429834421952134
101832,Liberia,2007,16221,237.42516339703658,14.144942578472515
101833,Malta,2014,67869,369.84110170398634,15.59889816658662
101834,Liberia,2018,28250,280.3801276842342,7.040184546246509
101835,Panamá,2001,147465,310.13912307630585,17.754086522423407
101836,Grecia,1996,82278,366.66327935463556,13.632575834881797
101837,Panamá,2013,115860,143.60855027739873,9.886503683006161
101838,Singapur,2014,128504,287.49000241497276,8.909372331390525
101839,Panamá,2008,11638,153.97090173725232,14.72332578843234
101840,Malta,2021,125345,335.8479577973617,11.805614137717011
101841,Singapur,2000,145146,330.2766857118124,9.620631747775084
101842,Panamá,2009,18111,123.73547347192809,6.559293170300473
101843,Panamá,1996,90927,383.1215217073758,12.918634269158
101844,Liberia,2004,75018,218.8666987041879,11.331627232117995
101845,Grecia,2008,145646,136.1896371421282,14.317490206174194
101846,Panamá,2015,69083,171.13088053842984,17.779901135381277
101847,Grecia,2009,13723,371.8117036791417,10.851066782075737
101848,Singapur,2013,88633,246.70396414112466,17.635005997886662
101849,Grecia,2017,111202,302.5146174543215,5.5359989013593625
101850,Panamá,2007,7320,235.0692179461523,12.502164930442426
101851,Panamá,2018,75462,129.84859432647522,15.75533502303228
101852,Malta,2001,101272,294.8570356538863,7.65705345856921
101853,Liberia,2011,65870,399.6269095718165,11.713380734775809
101854,Grecia,2008,29059,255.2716844375604,15.63826551729198
101855,Grecia,2019,148759,166.4513468169737,11.440769616143406
101856,Liberia,2018,57431,181.93662033158625,12.611676795317813
101857,Grecia,1992,129868,174.12324567838877,5.8174678657802215
101858,Liberia,2021,131341,383.3525280530875,16.305280194774255
101859,Singapur,2002,37306,385.724652282755,5.099679104989662
101860,Singapur,1998,41706,185.69490138205003,11.652437144700672
101861,Grecia,2012,90712,102.0968813557363,11.170130485440767
101862,Malta,2004,82776,194.90145524475557,6.104068071256809
101863,Panamá,2008,66279,270.49337637631487,7.987058269777134
101864,Grecia,1996,104499,345.67248335778027,14.447307140914413
101865,Singapur,2014,122190,225.3305224318137,16.65911299283164
101866,Grecia,2005,48398,245.19226689613407,7.184570086591371
101867,Liberia,2010,135765,137.96882585364943,17.474223063060872
101868,Liberia,2003,66128,271.83134763511976,7.328407182023327
101869,Singapur,2009,125060,284.5425929879519,12.998300815102791
101870,Panamá,1998,25484,141.4508402708447,13.46944283315947
101871,Liberia,2015,18584,195.14211185450776,13.754086772245241
101872,Singapur,1990,83039,185.51387836026208,14.867820713200196
101873,Malta,2010,13206,365.2087110785995,12.231217800167443
101874,Singapur,1995,30386,271.62988170284876,5.356259493883314
101875,Singapur,2019,60440,312.2980863877634,11.887160971710435
101876,Panamá,1999,133189,223.36326765706005,15.829001412622743
101877,Panamá,2017,20117,217.49465988381155,12.494827480230564
101878,Panamá,2008,16578,193.52874231484154,7.038711332115231
101879,Malta,2011,119600,174.9950427019436,7.672705761179635
101880,Liberia,2012,18133,389.2268190872342,11.448029884544471
101881,Singapur,2007,81267,230.42578657310068,6.584278813776092
101882,Panamá,2017,146262,203.0606101363399,6.674143419242307
101883,Liberia,2021,54671,207.74043268605956,12.48316224689133
101884,Liberia,2011,64975,208.8884233721042,17.387022844089728
101885,Malta,2006,75603,153.45795728329153,8.1626927285105
101886,Grecia,2021,59085,161.30991466689895,11.07472549519881
101887,Malta,2005,62636,299.74763077613386,9.201506893481335
101888,Liberia,2013,27842,104.28173124790423,14.548735886166186
101889,Malta,1993,111971,319.1249358513566,11.962593826222898
101890,Panamá,2018,132316,151.76291466161527,12.76467890021931
101891,Panamá,2015,88290,336.1807643196342,11.9150662898136
